LAST UPDATE,nrg_bal,geo,TIME_PERIOD,pc of renewable energy in elec usage,Price of kwh elec for medium sized hh,change in renen usage over 10 years,change in elec price over 10 years
19/04/2022 23:00,REN_ELC,Luxembourg,2013,5.329,0.1665,,
19/04/2022 23:00,REN_ELC,Luxembourg,2014,5.959,0.1738,,
19/04/2022 23:00,REN_ELC,Luxembourg,2015,6.197,0.1767,,
19/04/2022 23:00,REN_ELC,Luxembourg,2016,6.674,0.1698,,
19/04/2022 23:00,REN_ELC,Luxembourg,2017,8.055,0.1615,,
19/04/2022 23:00,REN_ELC,Luxembourg,2018,9.115,0.1671,,
19/04/2022 23:00,REN_ELC,Luxembourg,2019,10.863,0.1798,,
19/04/2022 23:00,REN_ELC,Luxembourg,2020,13.887,0.1986,266.7987322,15.06373117
19/04/2022 23:00,REN_ELC,Latvia,2004,45.958,,,
19/04/2022 23:00,REN_ELC,Latvia,2005,43.023,,,
19/04/2022 23:00,REN_ELC,Latvia,2006,40.414,,,
19/04/2022 23:00,REN_ELC,Latvia,2007,38.622,,,
19/04/2022 23:00,REN_ELC,Latvia,2008,38.733,,,
19/04/2022 23:00,REN_ELC,Latvia,2009,41.942,,,
19/04/2022 23:00,REN_ELC,Latvia,2010,42.051,0.1049,,
19/04/2022 23:00,REN_ELC,Latvia,2011,44.694,0.1168,,
19/04/2022 23:00,REN_ELC,Latvia,2012,44.877,0.1382,,
19/04/2022 23:00,REN_ELC,Latvia,2013,48.685,0.1378,,
19/04/2022 23:00,REN_ELC,Latvia,2014,51.037,0.1365,,
19/04/2022 23:00,REN_ELC,Latvia,2015,52.205,0.1635,,
19/04/2022 23:00,REN_ELC,Latvia,2016,51.251,0.1628,,
19/04/2022 23:00,REN_ELC,Latvia,2017,54.352,0.1586,,
19/04/2022 23:00,REN_ELC,Latvia,2018,53.499,0.1531,,
19/04/2022 23:00,REN_ELC,Latvia,2019,53.423,0.1629,,
19/04/2022 23:00,REN_ELC,Latvia,2020,53.357,0.142,26.88639985,35.36701621
19/04/2022 23:00,REN_ELC,Montenegro,2005,39.102,,,
19/04/2022 23:00,REN_ELC,Montenegro,2006,37.679,,,
19/04/2022 23:00,REN_ELC,Montenegro,2007,37.622,,,
19/04/2022 23:00,REN_ELC,Montenegro,2008,38.258,,,
19/04/2022 23:00,REN_ELC,Montenegro,2009,46.615,,,
19/04/2022 23:00,REN_ELC,Montenegro,2010,45.74,,,
19/04/2022 23:00,REN_ELC,Montenegro,2011,41.583,0.087,,
19/04/2022 23:00,REN_ELC,Montenegro,2012,42.765,0.091,,
19/04/2022 23:00,REN_ELC,Montenegro,2013,49.067,0.0956,,
19/04/2022 23:00,REN_ELC,Montenegro,2014,51.444,0.0985,,
19/04/2022 23:00,REN_ELC,Montenegro,2015,49.613,0.0982,,
19/04/2022 23:00,REN_ELC,Montenegro,2016,50.961,0.0956,,
19/04/2022 23:00,REN_ELC,Montenegro,2017,50.111,0.0983,,
19/04/2022 23:00,REN_ELC,Montenegro,2018,52.419,0.1024,,
19/04/2022 23:00,REN_ELC,Montenegro,2019,53.647,0.1032,,
19/04/2022 23:00,REN_ELC,Montenegro,2020,61.49,0.0988,47.87292884,13.56321839
19/04/2022 23:00,REN_ELC,North Macedonia,2004,14.511,,,
19/04/2022 23:00,REN_ELC,North Macedonia,2005,13.989,,,
19/04/2022 23:00,REN_ELC,North Macedonia,2006,14.011,,,
19/04/2022 23:00,REN_ELC,North Macedonia,2007,13.671,,,
19/04/2022 23:00,REN_ELC,North Macedonia,2008,13.848,,,
19/04/2022 23:00,REN_ELC,North Macedonia,2009,15.471,,,
19/04/2022 23:00,REN_ELC,North Macedonia,2010,15.847,,,
19/04/2022 23:00,REN_ELC,North Macedonia,2011,14.849,,,
19/04/2022 23:00,REN_ELC,North Macedonia,2012,16.659,,,
19/04/2022 23:00,REN_ELC,North Macedonia,2013,18.206,0.081,,
19/04/2022 23:00,REN_ELC,North Macedonia,2014,19.273,0.0785,,
19/04/2022 23:00,REN_ELC,North Macedonia,2015,21.663,0.0826,,
19/04/2022 23:00,REN_ELC,North Macedonia,2016,24.138,0.0822,,
19/04/2022 23:00,REN_ELC,North Macedonia,2017,24.839,0.082,,
19/04/2022 23:00,REN_ELC,North Macedonia,2018,24.838,0.0781,,
19/04/2022 23:00,REN_ELC,North Macedonia,2019,23.778,0.0783,,
19/04/2022 23:00,REN_ELC,North Macedonia,2020,23.532,0.0782,29.25409206,-3.456790123
19/04/2022 23:00,REN_ELC,Malta,2004,0,,,
19/04/2022 23:00,REN_ELC,Malta,2005,0,,,
19/04/2022 23:00,REN_ELC,Malta,2006,0,,,
19/04/2022 23:00,REN_ELC,Malta,2007,0,,,
19/04/2022 23:00,REN_ELC,Malta,2008,0,,,
19/04/2022 23:00,REN_ELC,Malta,2009,0,,,
19/04/2022 23:00,REN_ELC,Malta,2010,0.032,0.1647,,
19/04/2022 23:00,REN_ELC,Malta,2011,0.454,0.1651,,
19/04/2022 23:00,REN_ELC,Malta,2012,1.115,0.1673,,
19/04/2022 23:00,REN_ELC,Malta,2013,1.571,0.1664,,
19/04/2022 23:00,REN_ELC,Malta,2014,3.333,0.1474,,
19/04/2022 23:00,REN_ELC,Malta,2015,4.312,0.1257,,
19/04/2022 23:00,REN_ELC,Malta,2016,5.714,0.1257,,
19/04/2022 23:00,REN_ELC,Malta,2017,6.845,0.1328,,
19/04/2022 23:00,REN_ELC,Malta,2018,7.703,0.1285,,
19/04/2022 23:00,REN_ELC,Malta,2019,7.485,0.129,,
19/04/2022 23:00,REN_ELC,Malta,2020,9.489,0.1284,29553.125,-22.04007286
19/04/2022 23:00,REN_ELC,Netherlands,2004,4.446,,,
19/04/2022 23:00,REN_ELC,Netherlands,2005,6.297,,,
19/04/2022 23:00,REN_ELC,Netherlands,2006,6.541,,,
19/04/2022 23:00,REN_ELC,Netherlands,2007,5.963,,,
19/04/2022 23:00,REN_ELC,Netherlands,2008,7.464,,,
19/04/2022 23:00,REN_ELC,Netherlands,2009,9.069,,,
19/04/2022 23:00,REN_ELC,Netherlands,2010,9.601,0.1767,,
19/04/2022 23:00,REN_ELC,Netherlands,2011,9.74,0.1802,,
19/04/2022 23:00,REN_ELC,Netherlands,2012,10.35,0.185,,
19/04/2022 23:00,REN_ELC,Netherlands,2013,9.911,0.1898,,
19/04/2022 23:00,REN_ELC,Netherlands,2014,9.924,0.1841,,
19/04/2022 23:00,REN_ELC,Netherlands,2015,11.04,0.1986,,
19/04/2022 23:00,REN_ELC,Netherlands,2016,12.55,0.162,,
19/04/2022 23:00,REN_ELC,Netherlands,2017,13.812,0.1562,,
19/04/2022 23:00,REN_ELC,Netherlands,2018,15.171,0.1706,,
19/04/2022 23:00,REN_ELC,Netherlands,2019,18.23,0.2067,,
19/04/2022 23:00,REN_ELC,Netherlands,2020,26.407,0.1427,175.0442662,-19.24165252
19/04/2022 23:00,REN_ELC,Norway,2004,97.973,,,
19/04/2022 23:00,REN_ELC,Norway,2005,97.423,,,
19/04/2022 23:00,REN_ELC,Norway,2006,100.844,,,
19/04/2022 23:00,REN_ELC,Norway,2007,99.052,,,
19/04/2022 23:00,REN_ELC,Norway,2008,100.154,,,
19/04/2022 23:00,REN_ELC,Norway,2009,105.191,,,
19/04/2022 23:00,REN_ELC,Norway,2010,98.252,0.2027,,
19/04/2022 23:00,REN_ELC,Norway,2011,105.887,0.2133,,
19/04/2022 23:00,REN_ELC,Norway,2012,104.599,0.1881,,
19/04/2022 23:00,REN_ELC,Norway,2013,106.917,0.1909,,
19/04/2022 23:00,REN_ELC,Norway,2014,110.135,0.1653,,
19/04/2022 23:00,REN_ELC,Norway,2015,106.83,0.1614,,
19/04/2022 23:00,REN_ELC,Norway,2016,105.638,0.1515,,
19/04/2022 23:00,REN_ELC,Norway,2017,104.851,0.1642,,
19/04/2022 23:00,REN_ELC,Norway,2018,106.829,0.1751,,
19/04/2022 23:00,REN_ELC,Norway,2019,110.445,0.1867,,
19/04/2022 23:00,REN_ELC,Norway,2020,113.802,0.1355,15.82664984,-33.15244203
19/04/2022 23:00,REN_ELC,Poland,2004,2.05,,,
19/04/2022 23:00,REN_ELC,Poland,2005,2.512,,,
19/04/2022 23:00,REN_ELC,Poland,2006,2.86,,,
19/04/2022 23:00,REN_ELC,Poland,2007,3.316,,,
19/04/2022 23:00,REN_ELC,Poland,2008,4.248,,,
19/04/2022 23:00,REN_ELC,Poland,2009,5.713,,,
19/04/2022 23:00,REN_ELC,Poland,2010,6.549,0.1341,,
19/04/2022 23:00,REN_ELC,Poland,2011,8.078,0.1471,,
19/04/2022 23:00,REN_ELC,Poland,2012,10.61,0.1418,,
19/04/2022 23:00,REN_ELC,Poland,2013,10.676,0.148,,
19/04/2022 23:00,REN_ELC,Poland,2014,12.36,0.1421,,
19/04/2022 23:00,REN_ELC,Poland,2015,13.401,0.1444,,
19/04/2022 23:00,REN_ELC,Poland,2016,13.342,0.1332,,
19/04/2022 23:00,REN_ELC,Poland,2017,13.082,0.1446,,
19/04/2022 23:00,REN_ELC,Poland,2018,13.027,0.141,,
19/04/2022 23:00,REN_ELC,Poland,2019,14.356,0.1343,,
19/04/2022 23:00,REN_ELC,Poland,2020,16.237,0.1475,147.9309818,9.992542878
19/04/2022 23:00,REN_ELC,Portugal,2004,27.39,,,
19/04/2022 23:00,REN_ELC,Portugal,2005,27.703,,,
19/04/2022 23:00,REN_ELC,Portugal,2006,29.308,,,
19/04/2022 23:00,REN_ELC,Portugal,2007,32.285,,,
19/04/2022 23:00,REN_ELC,Portugal,2008,34.063,,,
19/04/2022 23:00,REN_ELC,Portugal,2009,37.562,,,
19/04/2022 23:00,REN_ELC,Portugal,2010,40.608,0.1584,,
19/04/2022 23:00,REN_ELC,Portugal,2011,45.78,0.1654,,
19/04/2022 23:00,REN_ELC,Portugal,2012,47.505,0.1993,,
19/04/2022 23:00,REN_ELC,Portugal,2013,49.101,0.2081,,
19/04/2022 23:00,REN_ELC,Portugal,2014,52.054,0.2175,,
19/04/2022 23:00,REN_ELC,Portugal,2015,52.616,0.2279,,
19/04/2022 23:00,REN_ELC,Portugal,2016,53.99,0.235,,
19/04/2022 23:00,REN_ELC,Portugal,2017,54.168,0.2284,,
19/04/2022 23:00,REN_ELC,Portugal,2018,52.187,0.2246,,
19/04/2022 23:00,REN_ELC,Portugal,2019,53.774,0.215,,
19/04/2022 23:00,REN_ELC,Portugal,2020,58.033,0.212,42.91026399,33.83838384
19/04/2022 23:00,REN_ELC,Romania,2004,28.427,,,
19/04/2022 23:00,REN_ELC,Romania,2005,28.775,,,
19/04/2022 23:00,REN_ELC,Romania,2006,28.054,,,
19/04/2022 23:00,REN_ELC,Romania,2007,28.108,,,
19/04/2022 23:00,REN_ELC,Romania,2008,28.075,,,
19/04/2022 23:00,REN_ELC,Romania,2009,30.894,,,
19/04/2022 23:00,REN_ELC,Romania,2010,30.378,0.1031,,
19/04/2022 23:00,REN_ELC,Romania,2011,31.131,0.1082,,
19/04/2022 23:00,REN_ELC,Romania,2012,33.567,0.105,,
19/04/2022 23:00,REN_ELC,Romania,2013,37.516,0.1323,,
19/04/2022 23:00,REN_ELC,Romania,2014,41.679,0.129,,
19/04/2022 23:00,REN_ELC,Romania,2015,43.161,0.1303,,
19/04/2022 23:00,REN_ELC,Romania,2016,42.712,0.126,,
19/04/2022 23:00,REN_ELC,Romania,2017,41.965,0.1198,,
19/04/2022 23:00,REN_ELC,Romania,2018,41.793,0.1333,,
19/04/2022 23:00,REN_ELC,Romania,2019,42.616,0.1358,,
19/04/2022 23:00,REN_ELC,Romania,2020,43.374,0.1459,42.78095991,41.51309408
19/04/2022 23:00,REN_ELC,Serbia,2004,18.486,,,
19/04/2022 23:00,REN_ELC,Serbia,2005,22.366,,,
19/04/2022 23:00,REN_ELC,Serbia,2006,23.603,,,
19/04/2022 23:00,REN_ELC,Serbia,2007,24.812,,,
19/04/2022 23:00,REN_ELC,Serbia,2008,25.858,,,
19/04/2022 23:00,REN_ELC,Serbia,2009,28.252,,,
19/04/2022 23:00,REN_ELC,Serbia,2010,28.183,,,
19/04/2022 23:00,REN_ELC,Serbia,2011,27.526,,,
19/04/2022 23:00,REN_ELC,Serbia,2012,28.509,,,
19/04/2022 23:00,REN_ELC,Serbia,2013,27.971,0.0564,,
19/04/2022 23:00,REN_ELC,Serbia,2014,30.274,0.0607,,
19/04/2022 23:00,REN_ELC,Serbia,2015,28.915,0.0575,,
19/04/2022 23:00,REN_ELC,Serbia,2016,29.154,0.0641,,
19/04/2022 23:00,REN_ELC,Serbia,2017,27.448,0.0664,,
19/04/2022 23:00,REN_ELC,Serbia,2018,28.658,0.0705,,
19/04/2022 23:00,REN_ELC,Serbia,2019,30.107,0.0706,,
19/04/2022 23:00,REN_ELC,Serbia,2020,30.701,0.0738,9.760108684,30.85106383
19/04/2022 23:00,REN_ELC,Sweden,2004,51.196,,,
19/04/2022 23:00,REN_ELC,Sweden,2005,50.899,,,
19/04/2022 23:00,REN_ELC,Sweden,2006,51.783,,,
19/04/2022 23:00,REN_ELC,Sweden,2007,53.21,,,
19/04/2022 23:00,REN_ELC,Sweden,2008,53.687,,,
19/04/2022 23:00,REN_ELC,Sweden,2009,58.252,,,
19/04/2022 23:00,REN_ELC,Sweden,2010,55.767,0.1839,,
19/04/2022 23:00,REN_ELC,Sweden,2011,59.624,0.2092,,
19/04/2022 23:00,REN_ELC,Sweden,2012,59.779,0.2027,,
19/04/2022 23:00,REN_ELC,Sweden,2013,61.737,0.2101,,
19/04/2022 23:00,REN_ELC,Sweden,2014,63.214,0.1967,,
19/04/2022 23:00,REN_ELC,Sweden,2015,65.733,0.1872,,
19/04/2022 23:00,REN_ELC,Sweden,2016,64.869,0.1915,,
19/04/2022 23:00,REN_ELC,Sweden,2017,65.909,0.1955,,
19/04/2022 23:00,REN_ELC,Sweden,2018,66.228,0.191,,
19/04/2022 23:00,REN_ELC,Sweden,2019,71.234,0.2033,,
19/04/2022 23:00,REN_ELC,Sweden,2020,74.495,0.1826,33.58258468,-0.706905927
19/04/2022 23:00,REN_ELC,Slovenia,2004,29.271,,,
19/04/2022 23:00,REN_ELC,Slovenia,2005,28.654,,,
19/04/2022 23:00,REN_ELC,Slovenia,2006,28.231,,,
19/04/2022 23:00,REN_ELC,Slovenia,2007,27.697,,,
19/04/2022 23:00,REN_ELC,Slovenia,2008,29.962,,,
19/04/2022 23:00,REN_ELC,Slovenia,2009,33.756,,,
19/04/2022 23:00,REN_ELC,Slovenia,2010,32.2,0.1401,,
19/04/2022 23:00,REN_ELC,Slovenia,2011,31.045,0.1441,,
19/04/2022 23:00,REN_ELC,Slovenia,2012,31.637,0.1542,,
19/04/2022 23:00,REN_ELC,Slovenia,2013,33.081,0.161,,
19/04/2022 23:00,REN_ELC,Slovenia,2014,33.935,0.163,,
19/04/2022 23:00,REN_ELC,Slovenia,2015,32.722,0.1589,,
19/04/2022 23:00,REN_ELC,Slovenia,2016,32.056,0.1618,,
19/04/2022 23:00,REN_ELC,Slovenia,2017,32.425,0.1609,,
19/04/2022 23:00,REN_ELC,Slovenia,2018,32.307,0.1613,,
19/04/2022 23:00,REN_ELC,Slovenia,2019,32.632,0.1634,,
19/04/2022 23:00,REN_ELC,Slovenia,2020,35.095,0.1448,8.99068323,3.35474661
19/04/2022 23:00,REN_ELC,Slovakia,2004,15.403,,,
19/04/2022 23:00,REN_ELC,Slovakia,2005,15.735,,,
19/04/2022 23:00,REN_ELC,Slovakia,2006,16.566,,,
19/04/2022 23:00,REN_ELC,Slovakia,2007,16.467,,,
19/04/2022 23:00,REN_ELC,Slovakia,2008,17.014,,,
19/04/2022 23:00,REN_ELC,Slovakia,2009,17.765,,,
19/04/2022 23:00,REN_ELC,Slovakia,2010,17.774,0.152,,
19/04/2022 23:00,REN_ELC,Slovakia,2011,19.305,0.1682,,
19/04/2022 23:00,REN_ELC,Slovakia,2012,20.054,0.1716,,
19/04/2022 23:00,REN_ELC,Slovakia,2013,20.8,0.1698,,
19/04/2022 23:00,REN_ELC,Slovakia,2014,22.87,0.1507,,
19/04/2022 23:00,REN_ELC,Slovakia,2015,22.656,0.1506,,
19/04/2022 23:00,REN_ELC,Slovakia,2016,22.513,0.1423,,
19/04/2022 23:00,REN_ELC,Slovakia,2017,21.343,0.1435,,
19/04/2022 23:00,REN_ELC,Slovakia,2018,21.499,0.1566,,
19/04/2022 23:00,REN_ELC,Slovakia,2019,22.103,0.1577,,
19/04/2022 23:00,REN_ELC,Slovakia,2020,23.066,0.1686,29.77382694,10.92105263
19/04/2022 23:00,REN_ELC,UK,2004,3.388,,,
19/04/2022 23:00,REN_ELC,UK,2005,3.96,,,
19/04/2022 23:00,REN_ELC,UK,2006,4.338,,,
19/04/2022 23:00,REN_ELC,UK,2007,4.629,,,
19/04/2022 23:00,REN_ELC,UK,2008,5.249,,,
19/04/2022 23:00,REN_ELC,UK,2009,6.427,,,
19/04/2022 23:00,REN_ELC,UK,2010,7.203,0.1386,,
19/04/2022 23:00,REN_ELC,UK,2011,8.607,0.1433,,
19/04/2022 23:00,REN_ELC,UK,2012,10.506,0.1682,,
19/04/2022 23:00,REN_ELC,UK,2013,13.503,0.1741,,
19/04/2022 23:00,REN_ELC,UK,2014,17.457,0.1918,,
19/04/2022 23:00,REN_ELC,UK,2015,21.874,0.2125,,
19/04/2022 23:00,REN_ELC,UK,2016,24.294,0.1951,,
19/04/2022 23:00,REN_ELC,UK,2017,27.731,0.1766,,
19/04/2022 23:00,REN_ELC,UK,2018,31.326,0.1887,,
19/04/2022 23:00,REN_ELC,UK,2019,34.769,0.2122,382.7016521,53.1024531
19/04/2022 23:00,REN_ELC,Kosovo,2004,0.472,,,
19/04/2022 23:00,REN_ELC,Kosovo,2005,0.611,,,
19/04/2022 23:00,REN_ELC,Kosovo,2006,0.907,,,
19/04/2022 23:00,REN_ELC,Kosovo,2007,0.971,,,
19/04/2022 23:00,REN_ELC,Kosovo,2008,0.972,,,
19/04/2022 23:00,REN_ELC,Kosovo,2009,1.136,,,
19/04/2022 23:00,REN_ELC,Kosovo,2010,1.361,,,
19/04/2022 23:00,REN_ELC,Kosovo,2011,1.368,,,
19/04/2022 23:00,REN_ELC,Kosovo,2012,1.496,,,
19/04/2022 23:00,REN_ELC,Kosovo,2013,1.628,0.0564,,
19/04/2022 23:00,REN_ELC,Kosovo,2014,1.867,0.0552,,
19/04/2022 23:00,REN_ELC,Kosovo,2015,1.842,0.0625,,
19/04/2022 23:00,REN_ELC,Kosovo,2016,3.973,0.059,,
19/04/2022 23:00,REN_ELC,Kosovo,2017,3.622,0.0662,,
19/04/2022 23:00,REN_ELC,Kosovo,2018,4.234,0.0633,,
19/04/2022 23:00,REN_ELC,Kosovo,2019,5.155,0.06,,
19/04/2022 23:00,REN_ELC,Kosovo,2020,5.259,0.0605,223.034398,7.269503546
